REF_DATE,GEO,Age group,Pregnancy outcomes,VALUE
1990,"Alberta, place of residence of females",30 to 34 years,Live births,87.6
1990,"Alberta, place of residence of females",30 to 34 years,Induced abortions,997
1990,"Alberta, place of residence of females",30 to 34 years,Induced abortions,8.0
1990,"Alberta, place of residence of females",30 to 34 years,Fetal loss,960
1990,"Alberta, place of residence of females",30 to 34 years,Fetal loss,7.7
1990,"Alberta, place of residence of females",35 to 39 years,"Total, pregnancies",4147
1990,"Alberta, place of residence of females",35 to 39 years,"Total, pregnancies",38.8
1990,"Alberta, place of residence of females",35 to 39 years,Live births,3246
1990,"Alberta, place of residence of females",35 to 39 years,Live births,30.4
1990,"Alberta, place of residence of females",35 to 39 years,Induced abortions,467
1990,"Alberta, place of residence of females",35 to 39 years,Induced abortions,4.4
1990,"Alberta, place of residence of females",35 to 39 years,Fetal loss,434
1990,"Alberta, place of residence of females",35 to 39 years,Fetal loss,4.1
1990,"Alberta, place of residence of females",40 years and over,"Total, pregnancies",630
1990,"Alberta, place of residence of females",40 years and over,"Total, pregnancies",7.1
1990,"Alberta, place of residence of females",40 years and over,Live births,366
1990,"Alberta, place of residence of females",40 years and over,Live births,4.1
1990,"Alberta, place of residence of females",40 years and over,Induced abortions,142
1990,"Alberta, place of residence of females",40 years and over,Induced abortions,1.6
1990,"Alberta, place of residence of females",40 years and over,Fetal loss,122
1990,"Alberta, place of residence of females",40 years and over,Fetal loss,1.4
1990,"Alberta, place of residence of females",Unknown age group,"Total, pregnancies",3
1990,"Alberta, place of residence of females",Unknown age group,Live births,2
1990,"Alberta, place of residence of females",Unknown age group,Induced abortions,0
1990,"Alberta, place of residence of females",Unknown age group,Fetal loss,1
1990,"British Columbia, place of residence of females",All ages,"Total, pregnancies",61205
1990,"British Columbia, place of residence of females",All ages,"Total, pregnancies",70.4
1990,"British Columbia, place of residence of females",All ages,Live births,45617
1990,"British Columbia, place of residence of females",All ages,Live births,52.5
1990,"British Columbia, place of residence of females",All ages,Induced abortions,12471
1990,"British Columbia, place of residence of females",All ages,Induced abortions,14.3
1990,"British Columbia, place of residence of females",All ages,Fetal loss,3117
1990,"British Columbia, place of residence of females",All ages,Fetal loss,3.6
1990,"British Columbia, place of residence of females",Under 20 years,"Total, pregnancies",5509
1990,"British Columbia, place of residence of females",Under 20 years,"Total, pregnancies",43.6
1990,"British Columbia, place of residence of females",Under 20 years,Live births,2617
1990,"British Columbia, place of residence of females",Under 20 years,Live births,20.7
1990,"British Columbia, place of residence of females",Under 20 years,Induced abortions,2615
1990,"British Columbia, place of residence of females",Under 20 years,Induced abortions,20.7
1990,"British Columbia, place of residence of females",Under 20 years,Fetal loss,277
1990,"British Columbia, place of residence of females",Under 20 years,Fetal loss,2.2
1990,"British Columbia, place of residence of females",Under 15 years,"Total, pregnancies",126
1990,"British Columbia, place of residence of females",Under 15 years,"Total, pregnancies",6.1
1990,"British Columbia, place of residence of females",Under 15 years,Live births,31
1990,"British Columbia, place of residence of females",Under 15 years,Live births,1.5
1990,"British Columbia, place of residence of females",Under 15 years,Induced abortions,89
1990,"British Columbia, place of residence of females",Under 15 years,Induced abortions,4.3
1990,"British Columbia, place of residence of females",Under 15 years,Fetal loss,6
1990,"British Columbia, place of residence of females",Under 15 years,Fetal loss,0.3
1990,"British Columbia, place of residence of females",15 to 19 years,"Total, pregnancies",5383
1990,"British Columbia, place of residence of females",15 to 19 years,"Total, pregnancies",50.9
1990,"British Columbia, place of residence of females",15 to 19 years,Live births,2586
1990,"British Columbia, place of residence of females",15 to 19 years,Live births,24.5
1990,"British Columbia, place of residence of females",15 to 19 years,Induced abortions,2526
1990,"British Columbia, place of residence of females",15 to 19 years,Induced abortions,23.9
1990,"British Columbia, place of residence of females",15 to 19 years,Fetal loss,271
1990,"British Columbia, place of residence of females",15 to 19 years,Fetal loss,2.6
1990,"British Columbia, place of residence of females",15 to 17 years,"Total, pregnancies",1937
1990,"British Columbia, place of residence of females",15 to 17 years,"Total, pregnancies",31.5
1990,"British Columbia, place of residence of females",15 to 17 years,Live births,839
1990,"British Columbia, place of residence of females",15 to 17 years,Live births,13.7
1990,"British Columbia, place of residence of females",15 to 17 years,Induced abortions,1000
1990,"British Columbia, place of residence of females",15 to 17 years,Induced abortions,16.3
1990,"British Columbia, place of residence of females",15 to 17 years,Fetal loss,98
1990,"British Columbia, place of residence of females",15 to 17 years,Fetal loss,1.6
1990,"British Columbia, place of residence of females",18 to 19 years,"Total, pregnancies",3446
1990,"British Columbia, place of residence of females",18 to 19 years,"Total, pregnancies",77.9
1990,"British Columbia, place of residence of females",18 to 19 years,Live births,1747
1990,"British Columbia, place of residence of females",18 to 19 years,Live births,39.5
1990,"British Columbia, place of residence of females",18 to 19 years,Induced abortions,1526
1990,"British Columbia, place of residence of females",18 to 19 years,Induced abortions,34.5
1990,"British Columbia, place of residence of females",18 to 19 years,Fetal loss,173
1990,"British Columbia, place of residence of females",18 to 19 years,Fetal loss,3.9
1990,"British Columbia, place of residence of females",20 to 24 years,"Total, pregnancies",13576
1990,"British Columbia, place of residence of females",20 to 24 years,"Total, pregnancies",117.8
1990,"British Columbia, place of residence of females",20 to 24 years,Live births,9230
1990,"British Columbia, place of residence of females",20 to 24 years,Live births,80.1
1990,"British Columbia, place of residence of females",20 to 24 years,Induced abortions,3726
1990,"British Columbia, place of residence of females",20 to 24 years,Induced abortions,32.3
1990,"British Columbia, place of residence of females",20 to 24 years,Fetal loss,620
1990,"British Columbia, place of residence of females",20 to 24 years,Fetal loss,5.4
1990,"British Columbia, place of residence of females",25 to 29 years,"Total, pregnancies",20187
1990,"British Columbia, place of residence of females",25 to 29 years,"Total, pregnancies",142.7
1990,"British Columbia, place of residence of females",25 to 29 years,Live births,16353
1990,"British Columbia, place of residence of females",25 to 29 years,Live births,115.6
1990,"British Columbia, place of residence of females",25 to 29 years,Induced abortions,2907
1990,"British Columbia, place of residence of females",25 to 29 years,Induced abortions,20.6
1990,"British Columbia, place of residence of females",25 to 29 years,Fetal loss,927
1990,"British Columbia, place of residence of females",25 to 29 years,Fetal loss,6.6
1990,"British Columbia, place of residence of females",30 to 34 years,"Total, pregnancies",15229
1990,"British Columbia, place of residence of females",30 to 34 years,"Total, pregnancies",102.7
1990,"British Columbia, place of residence of females",30 to 34 years,Live births,12558
1990,"British Columbia, place of residence of females",30 to 34 years,Live births,84.7
1990,"British Columbia, place of residence of females",30 to 34 years,Induced abortions,1892
1990,"British Columbia, place of residence of females",30 to 34 years,Induced abortions,12.8
1990,"British Columbia, place of residence of females",30 to 34 years,Fetal loss,779
1990,"British Columbia, place of residence of females",30 to 34 years,Fetal loss,5.3
1990,"British Columbia, place of residence of females",35 to 39 years,"Total, pregnancies",5729
1990,"British Columbia, place of residence of females",35 to 39 years,"Total, pregnancies",41.3
1990,"British Columbia, place of residence of females",35 to 39 years,Live births,4279
1990,"British Columbia, place of residence of females",35 to 39 years,Live births,30.8
1990,"British Columbia, place of residence of females",35 to 39 years,Induced abortions,1062
1990,"British Columbia, place of residence of females",35 to 39 years,Induced abortions,7.6
1990,"British Columbia, place of residence of females",35 to 39 years,Fetal loss,388
1990,"British Columbia, place of residence of females",35 to 39 years,Fetal loss,2.8
1990,"British Columbia, place of residence of females",40 years and over,"Total, pregnancies",972
1990,"British Columbia, place of residence of females",40 years and over,"Total, pregnancies",7.8
1990,"British Columbia, place of residence of females",40 years and over,Live births,577
1990,"British Columbia, place of residence of females",40 years and over,Live births,4.6
1990,"British Columbia, place of residence of females",40 years and over,Induced abortions,269
1990,"British Columbia, place of residence of females",40 years and over,Induced abortions,2.2
1990,"British Columbia, place of residence of females",40 years and over,Fetal loss,126
1990,"British Columbia, place of residence of females",40 years and over,Fetal loss,1.0
1990,"British Columbia, place of residence of females",Unknown age group,"Total, pregnancies",3
1990,"British Columbia, place of residence of females",Unknown age group,Live births,3
1990,"British Columbia, place of residence of females",Unknown age group,Induced abortions,0
1990,"British Columbia, place of residence of females",Unknown age group,Fetal loss,0
1990,"Yukon, place of residence of females",All ages,"Total, pregnancies",699
1990,"Yukon, place of residence of females",All ages,"Total, pregnancies",84.8
1990,"Yukon, place of residence of females",All ages,Live births,556
1990,"Yukon, place of residence of females",All ages,Live births,67.5
1990,"Yukon, place of residence of females",All ages,Induced abortions,142
1990,"Yukon, place of residence of females",All ages,Induced abortions,17.2
1990,"Yukon, place of residence of females",All ages,Fetal loss,1
1990,"Yukon, place of residence of females",All ages,Fetal loss,0.1
1990,"Yukon, place of residence of females",Under 20 years,"Total, pregnancies",88
1990,"Yukon, place of residence of females",Under 20 years,"Total, pregnancies",80.0
1990,"Yukon, place of residence of females",Under 20 years,Live births,54
1990,"Yukon, place of residence of females",Under 20 years,Live births,49.1
1990,"Yukon, place of residence of females",Under 20 years,Induced abortions,34
1990,"Yukon, place of residence of females",Under 20 years,Induced abortions,30.9
1990,"Yukon, place of residence of females",Under 20 years,Fetal loss,0
1990,"Yukon, place of residence of females",Under 20 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",Under 15 years,"Total, pregnancies",1
1990,"Yukon, place of residence of females",Under 15 years,"Total, pregnancies",5.8
1990,"Yukon, place of residence of females",Under 15 years,Live births,0
1990,"Yukon, place of residence of females",Under 15 years,Live births,0.0
1990,"Yukon, place of residence of females",Under 15 years,Induced abortions,1
1990,"Yukon, place of residence of females",Under 15 years,Induced abortions,5.8
1990,"Yukon, place of residence of females",Under 15 years,Fetal loss,0
1990,"Yukon, place of residence of females",Under 15 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",15 to 19 years,"Total, pregnancies",87
1990,"Yukon, place of residence of females",15 to 19 years,"Total, pregnancies",93.8
1990,"Yukon, place of residence of females",15 to 19 years,Live births,54
1990,"Yukon, place of residence of females",15 to 19 years,Live births,58.2
1990,"Yukon, place of residence of females",15 to 19 years,Induced abortions,33
1990,"Yukon, place of residence of females",15 to 19 years,Induced abortions,35.6
1990,"Yukon, place of residence of females",15 to 19 years,Fetal loss,0
1990,"Yukon, place of residence of females",15 to 19 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",15 to 17 years,"Total, pregnancies",19
1990,"Yukon, place of residence of females",15 to 17 years,"Total, pregnancies",35.5
1990,"Yukon, place of residence of females",15 to 17 years,Live births,19
1990,"Yukon, place of residence of females",15 to 17 years,Live births,35.5
1990,"Yukon, place of residence of females",15 to 17 years,Fetal loss,0
1990,"Yukon, place of residence of females",15 to 17 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",18 to 19 years,"Total, pregnancies",35
1990,"Yukon, place of residence of females",18 to 19 years,"Total, pregnancies",89.1
1990,"Yukon, place of residence of females",18 to 19 years,Live births,35
1990,"Yukon, place of residence of females",18 to 19 years,Live births,89.1
1990,"Yukon, place of residence of females",18 to 19 years,Fetal loss,0
1990,"Yukon, place of residence of females",18 to 19 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",20 to 24 years,"Total, pregnancies",168
1990,"Yukon, place of residence of females",20 to 24 years,"Total, pregnancies",169.4
1990,"Yukon, place of residence of females",20 to 24 years,Live births,121
1990,"Yukon, place of residence of females",20 to 24 years,Live births,122.0
1990,"Yukon, place of residence of females",20 to 24 years,Induced abortions,47
1990,"Yukon, place of residence of females",20 to 24 years,Induced abortions,47.4
1990,"Yukon, place of residence of females",20 to 24 years,Fetal loss,0
1990,"Yukon, place of residence of females",20 to 24 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",25 to 29 years,"Total, pregnancies",201
1990,"Yukon, place of residence of females",25 to 29 years,"Total, pregnancies",141.8
1990,"Yukon, place of residence of females",25 to 29 years,Live births,169
1990,"Yukon, place of residence of females",25 to 29 years,Live births,119.3
1990,"Yukon, place of residence of females",25 to 29 years,Induced abortions,31
1990,"Yukon, place of residence of females",25 to 29 years,Induced abortions,21.9
1990,"Yukon, place of residence of females",25 to 29 years,Fetal loss,1
1990,"Yukon, place of residence of females",25 to 29 years,Fetal loss,0.7
1990,"Yukon, place of residence of females",30 to 34 years,"Total, pregnancies",170
1990,"Yukon, place of residence of females",30 to 34 years,"Total, pregnancies",107.2
1990,"Yukon, place of residence of females",30 to 34 years,Live births,153
1990,"Yukon, place of residence of females",30 to 34 years,Live births,96.5
1990,"Yukon, place of residence of females",30 to 34 years,Induced abortions,17
1990,"Yukon, place of residence of females",30 to 34 years,Induced abortions,10.7
1990,"Yukon, place of residence of females",30 to 34 years,Fetal loss,0
1990,"Yukon, place of residence of females",30 to 34 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",35 to 39 years,"Total, pregnancies",61
1990,"Yukon, place of residence of females",35 to 39 years,"Total, pregnancies",42.5
1990,"Yukon, place of residence of females",35 to 39 years,Live births,54
1990,"Yukon, place of residence of females",35 to 39 years,Live births,37.6
1990,"Yukon, place of residence of females",35 to 39 years,Induced abortions,7
1990,"Yukon, place of residence of females",35 to 39 years,Induced abortions,4.9
1990,"Yukon, place of residence of females",35 to 39 years,Fetal loss,0
1990,"Yukon, place of residence of females",35 to 39 years,Fetal loss,0.0
1990,"Yukon, place of residence of females",40 years and over,"Total, pregnancies",11
1990,"Yukon, place of residence of females",40 years and over,"Total, pregnancies",9.4
1990,"Yukon, place of residence of females",40 years and over,Live births,5
1990,"Yukon, place of residence of females",40 years and over,Live births,4.3
1990,"Yukon, place of residence of females",40 years and over,Induced abortions,6
1990,"Yukon, place of residence of females",40 years and over,Induced abortions,5.1
1990,"Yukon, place of residence of females",40 years and over,Fetal loss,0
1990,"Yukon, place of residence of females",40 years and over,Fetal loss,0.0
1990,"Yukon, place of residence of females",Unknown age group,"Total, pregnancies",0
1990,"Yukon, place of residence of females",Unknown age group,Live births,0
1990,"Yukon, place of residence of females",Unknown age group,Induced abortions,0
1990,"Yukon, place of residence of females",Unknown age group,Fetal loss,0
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,"Total, pregnancies",1937
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,"Total, pregnancies",120.3
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,Live births,1584
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,Live births,98.3
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,Induced abortions,338
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,Induced abortions,21.0
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,Fetal loss,15
1990,"Northwest Territories including Nunavut, place of residence of females",All ages,Fetal loss,0.9
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,"Total, pregnancies",334
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,"Total, pregnancies",111.8
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Live births,246
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Live births,82.4
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Induced abortions,86
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Induced abortions,28.8
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Fetal loss,2
1990,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Fetal loss,0.7
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,"Total, pregnancies",13
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,"Total, pregnancies",26.9
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Live births,5
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Live births,10.3
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Induced abortions,8
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Induced abortions,16.5
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Fetal loss,0
1990,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Fetal loss,0.0
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,"Total, pregnancies",321
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,"Total, pregnancies",128.2
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Live births,241
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Live births,96.3
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Induced abortions,78
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Induced abortions,31.2
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Fetal loss,2
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Fetal loss,0.8
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,"Total, pregnancies",96
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,"Total, pregnancies",70.7
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Live births,95
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Live births,70.0
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Fetal loss,1
1990,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Fetal loss,0.7
1990,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,"Total, pregnancies",147
1990,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,"Total, pregnancies",128.3
1990,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Live births,146
1990,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Live births,127.4
1990,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Fetal loss,1
1990,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Fetal loss,0.9
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,"Total, pregnancies",650
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,"Total, pregnancies",227.0
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Live births,519
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Live births,181.3
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Induced abortions,124
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Induced abortions,43.3
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Fetal loss,7
1990,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Fetal loss,2.4
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,"Total, pregnancies",552
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,"Total, pregnancies",173.8
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,Live births,468
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,Live births,147.4
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,Induced abortions,82
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,Induced abortions,25.8
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,Fetal loss,2
1990,"Northwest Territories including Nunavut, place of residence of females",25 to 29 years,Fetal loss,0.6
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,"Total, pregnancies",299
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,"Total, pregnancies",112.7
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,Live births,263
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,Live births,99.2
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,Induced abortions,32
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,Induced abortions,12.1
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,Fetal loss,4
1990,"Northwest Territories including Nunavut, place of residence of females",30 to 34 years,Fetal loss,1.5
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,"Total, pregnancies",79
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,"Total, pregnancies",37.2
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,Live births,69
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,Live births,32.5
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,Induced abortions,10
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,Induced abortions,4.7
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,Fetal loss,0
1990,"Northwest Territories including Nunavut, place of residence of females",35 to 39 years,Fetal loss,0.0
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,"Total, pregnancies",19
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,"Total, pregnancies",11.3
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,Live births,15
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,Live births,9.0
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,Induced abortions,4
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,Induced abortions,2.4
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,Fetal loss,0
1990,"Northwest Territories including Nunavut, place of residence of females",40 years and over,Fetal loss,0.0
1990,"Northwest Territories including Nunavut, place of residence of females",Unknown age group,"Total, pregnancies",4
1990,"Northwest Territories including Nunavut, place of residence of females",Unknown age group,Live births,4
1990,"Northwest Territories including Nunavut, place of residence of females",Unknown age group,Induced abortions,0
1990,"Northwest Territories including Nunavut, place of residence of females",Unknown age group,Fetal loss,0
1990,Unknown province or territory of residence of females,All ages,"Total, pregnancies",1772
1990,Unknown province or territory of residence of females,All ages,Live births,0
1990,Unknown province or territory of residence of females,All ages,Induced abortions,1772
1990,Unknown province or territory of residence of females,All ages,Fetal loss,0
1990,Unknown province or territory of residence of females,Under 20 years,"Total, pregnancies",359
1990,Unknown province or territory of residence of females,Under 20 years,Live births,0
1990,Unknown province or territory of residence of females,Under 20 years,Induced abortions,359
1990,Unknown province or territory of residence of females,Under 20 years,Fetal loss,0
1990,Unknown province or territory of residence of females,Under 15 years,"Total, pregnancies",12
1990,Unknown province or territory of residence of females,Under 15 years,Live births,0
1990,Unknown province or territory of residence of females,Under 15 years,Induced abortions,12
1990,Unknown province or territory of residence of females,Under 15 years,Fetal loss,0
1990,Unknown province or territory of residence of females,15 to 19 years,"Total, pregnancies",347
1990,Unknown province or territory of residence of females,15 to 19 years,Live births,0
1990,Unknown province or territory of residence of females,15 to 19 years,Induced abortions,347
1990,Unknown province or territory of residence of females,15 to 19 years,Fetal loss,0
1990,Unknown province or territory of residence of females,15 to 17 years,"Total, pregnancies",146
1990,Unknown province or territory of residence of females,15 to 17 years,Live births,0
1990,Unknown province or territory of residence of females,15 to 17 years,Induced abortions,146
1990,Unknown province or territory of residence of females,15 to 17 years,Fetal loss,0
1990,Unknown province or territory of residence of females,18 to 19 years,"Total, pregnancies",201
1990,Unknown province or territory of residence of females,18 to 19 years,Live births,0
1990,Unknown province or territory of residence of females,18 to 19 years,Induced abortions,201
1990,Unknown province or territory of residence of females,18 to 19 years,Fetal loss,0
1990,Unknown province or territory of residence of females,20 to 24 years,"Total, pregnancies",535
1990,Unknown province or territory of residence of females,20 to 24 years,Live births,0
1990,Unknown province or territory of residence of females,20 to 24 years,Induced abortions,535
1990,Unknown province or territory of residence of females,20 to 24 years,Fetal loss,0
1990,Unknown province or territory of residence of females,25 to 29 years,"Total, pregnancies",415
1990,Unknown province or territory of residence of females,25 to 29 years,Live births,0
1990,Unknown province or territory of residence of females,25 to 29 years,Induced abortions,415
1990,Unknown province or territory of residence of females,25 to 29 years,Fetal loss,0
1990,Unknown province or territory of residence of females,30 to 34 years,"Total, pregnancies",272
1990,Unknown province or territory of residence of females,30 to 34 years,Live births,0
1990,Unknown province or territory of residence of females,30 to 34 years,Induced abortions,272
1990,Unknown province or territory of residence of females,30 to 34 years,Fetal loss,0
1990,Unknown province or territory of residence of females,35 to 39 years,"Total, pregnancies",148
1990,Unknown province or territory of residence of females,35 to 39 years,Live births,0
1990,Unknown province or territory of residence of females,35 to 39 years,Induced abortions,148
1990,Unknown province or territory of residence of females,35 to 39 years,Fetal loss,0
1990,Unknown province or territory of residence of females,40 years and over,"Total, pregnancies",43
1990,Unknown province or territory of residence of females,40 years and over,Live births,0
1990,Unknown province or territory of residence of females,40 years and over,Induced abortions,43
1990,Unknown province or territory of residence of females,40 years and over,Fetal loss,0
1990,Unknown province or territory of residence of females,Unknown age group,"Total, pregnancies",0
1990,Unknown province or territory of residence of females,Unknown age group,Live births,0
1990,Unknown province or territory of residence of females,Unknown age group,Induced abortions,0
1990,Unknown province or territory of residence of females,Unknown age group,Fetal loss,0
1991,"Canada, place of residence of females",All ages,"Total, pregnancies",523943
1991,"Canada, place of residence of females",All ages,"Total, pregnancies",69.4
1991,"Canada, place of residence of females",All ages,Live births,402528
1991,"Canada, place of residence of females",All ages,Live births,53.3
1991,"Canada, place of residence of females",All ages,Induced abortions,95059
1991,"Canada, place of residence of females",All ages,Induced abortions,12.6
1991,"Canada, place of residence of females",All ages,Fetal loss,26356
1991,"Canada, place of residence of females",All ages,Fetal loss,3.5
1991,"Canada, place of residence of females",Under 20 years,"Total, pregnancies",45553
1991,"Canada, place of residence of females",Under 20 years,"Total, pregnancies",40.7
1991,"Canada, place of residence of females",Under 20 years,Live births,24445
1991,"Canada, place of residence of females",Under 20 years,Live births,21.8
1991,"Canada, place of residence of females",Under 20 years,Induced abortions,18709
1991,"Canada, place of residence of females",Under 20 years,Induced abortions,16.7
1991,"Canada, place of residence of females",Under 20 years,Fetal loss,2399
1991,"Canada, place of residence of females",Under 20 years,Fetal loss,2.1
1991,"Canada, place of residence of females",Under 15 years,"Total, pregnancies",808
1991,"Canada, place of residence of females",Under 15 years,"Total, pregnancies",4.4
1991,"Canada, place of residence of females",Under 15 years,Live births,265
1991,"Canada, place of residence of females",Under 15 years,Live births,1.4
1991,"Canada, place of residence of females",Under 15 years,Induced abortions,495
1991,"Canada, place of residence of females",Under 15 years,Induced abortions,2.7
1991,"Canada, place of residence of females",Under 15 years,Fetal loss,48
1991,"Canada, place of residence of females",Under 15 years,Fetal loss,0.3
1991,"Canada, place of residence of females",15 to 19 years,"Total, pregnancies",44745
1991,"Canada, place of residence of females",15 to 19 years,"Total, pregnancies",47.8
1991,"Canada, place of residence of females",15 to 19 years,Live births,24180
1991,"Canada, place of residence of females",15 to 19 years,Live births,25.8
1991,"Canada, place of residence of females",15 to 19 years,Induced abortions,18214
1991,"Canada, place of residence of females",15 to 19 years,Induced abortions,19.4
1991,"Canada, place of residence of females",15 to 19 years,Fetal loss,2351
1991,"Canada, place of residence of females",15 to 19 years,Fetal loss,2.5
1991,"Canada, place of residence of females",15 to 17 years,"Total, pregnancies",16725
1991,"Canada, place of residence of females",15 to 17 years,"Total, pregnancies",30.0
1991,"Canada, place of residence of females",15 to 17 years,Live births,8064
1991,"Canada, place of residence of females",15 to 17 years,Live births,14.5
1991,"Canada, place of residence of females",15 to 17 years,Induced abortions,7722
1991,"Canada, place of residence of females",15 to 17 years,Induced abortions,13.9
1991,"Canada, place of residence of females",15 to 17 years,Fetal loss,939
1991,"Canada, place of residence of females",15 to 17 years,Fetal loss,1.7
1991,"Canada, place of residence of females",18 to 19 years,"Total, pregnancies",28020
1991,"Canada, place of residence of females",18 to 19 years,"Total, pregnancies",73.8
1991,"Canada, place of residence of females",18 to 19 years,Live births,16116
1991,"Canada, place of residence of females",18 to 19 years,Live births,42.5
1991,"Canada, place of residence of females",18 to 19 years,Induced abortions,10492
1991,"Canada, place of residence of females",18 to 19 years,Induced abortions,27.6
1991,"Canada, place of residence of females",18 to 19 years,Fetal loss,1412
1991,"Canada, place of residence of females",18 to 19 years,Fetal loss,3.7
1991,"Canada, place of residence of females",20 to 24 years,"Total, pregnancies",114632
1991,"Canada, place of residence of females",20 to 24 years,"Total, pregnancies",111.7
1991,"Canada, place of residence of females",20 to 24 years,Live births,80723
1991,"Canada, place of residence of females",20 to 24 years,Live births,78.7
1991,"Canada, place of residence of females",20 to 24 years,Induced abortions,28522
